event_id,customer_id,user_id,event_type,event_date
73,1,13,report_created,2026-03-17
74,1,25,dashboard_view,2026-03-18
75,1,10,report_created,2026-04-11
76,1,23,report_created,2026-04-10
77,1,15,report_created,2026-03-23
78,1,24,dashboard_view,2026-03-28
79,1,7,integration_used,2026-03-17
80,1,9,integration_used,2026-03-14
81,1,23,dashboard_view,2026-04-04
82,1,4,integration_used,2026-03-24
83,1,8,login,2026-04-05
84,1,22,integration_used,2026-03-15
85,1,8,dashboard_view,2026-03-23
86,1,2,export,2026-04-09
87,1,11,export,2026-03-21
88,1,4,dashboard_view,2026-03-22
89,1,18,dashboard_view,2026-04-13
90,1,14,export,2026-04-22
91,1,16,dashboard_view,2026-04-22
92,1,25,report_created,2026-05-03
93,1,10,login,2026-04-22
94,1,25,integration_used,2026-05-10
95,1,8,login,2026-04-25
96,1,6,dashboard_view,2026-04-29
97,1,2,export,2026-04-16
98,1,16,report_created,2026-05-07
99,1,2,report_created,2026-05-12
100,1,19,login,2026-04-23
101,1,11,export,2026-05-03
102,1,21,integration_used,2026-04-25
103,1,16,dashboard_view,2026-04-14
104,1,17,report_created,2026-04-28
105,1,7,login,2026-04-17
106,1,11,export,2026-05-07
107,1,21,dashboard_view,2026-05-04
108,1,1,report_created,2026-04-19
109,1,10,dashboard_view,2026-04-24
110,1,6,export,2026-04-23
111,1,14,report_created,2026-04-26
112,1,3,login,2026-04-30
113,1,6,export,2026-05-08
114,1,11,dashboard_view,2026-04-13
115,1,1,export,2026-05-04
116,1,8,report_created,2026-04-28
117,1,11,integration_used,2026-05-03
118,1,24,login,2026-04-24
119,1,9,report_created,2026-04-22
120,1,23,login,2026-05-05
121,1,22,export,2026-05-09
122,1,10,export,2026-05-07
123,1,22,report_created,2026-04-26
124,1,23,report_created,2026-05-09
125,1,12,dashboard_view,2026-04-23
126,1,8,export,2026-05-08
127,1,5,integration_used,2026-04-28
128,1,12,integration_used,2026-04-29
129,1,25,dashboard_view,2026-05-25
130,1,25,integration_used,2026-06-04
131,1,3,export,2026-05-26
132,1,17,report_created,2026-05-20
133,1,3,integration_used,2026-05-13
134,1,4,integration_used,2026-06-10
135,1,17,integration_used,2026-06-05
136,1,18,dashboard_view,2026-06-07
137,1,11,integration_used,2026-05-15
138,1,15,dashboard_view,2026-06-08
139,1,23,export,2026-05-24
140,1,3,integration_used,2026-05-14
141,1,15,login,2026-05-17
142,1,15,integration_used,2026-06-07
143,1,14,integration_used,2026-05-28
144,1,2,export,2026-05-25
145,1,22,report_created,2026-05-17
146,1,24,export,2026-06-11
147,1,9,login,2026-05-16
148,1,24,integration_used,2026-06-05
149,1,3,export,2026-06-10
150,1,12,login,2026-05-20
151,1,18,login,2026-06-10
152,1,16,report_created,2026-06-10
153,1,14,dashboard_view,2026-06-06
154,1,25,export,2026-05-22
155,1,12,export,2026-05-14
156,1,15,export,2026-05-15
157,1,13,integration_used,2026-06-09
158,1,5,report_created,2026-05-22
159,1,4,integration_used,2026-06-06
160,1,13,dashboard_view,2026-05-26
161,1,24,login,2026-06-04
162,1,25,report_created,2026-06-11
163,1,15,integration_used,2026-05-21
164,1,14,export,2026-05-25
165,1,8,export,2026-06-04
166,1,12,report_created,2026-06-07
167,1,7,login,2026-05-13
168,1,2,export,2026-05-17
169,1,20,login,2026-05-18
170,1,8,login,2026-06-05
171,1,4,login,2026-05-23
172,1,15,login,2026-05-23
173,1,8,login,2026-05-19
174,1,13,dashboard_view,2026-05-28
175,1,18,login,2026-06-05
176,1,5,report_created,2026-05-26
177,1,8,integration_used,2026-05-16
178,1,11,integration_used,2026-05-24
179,1,25,report_created,2026-05-21
180,1,8,dashboard_view,2026-06-02
181,1,22,dashboard_view,2026-05-26
182,1,14,report_created,2026-06-02
183,1,2,integration_used,2026-05-25
184,1,21,export,2026-06-20
185,1,18,login,2026-06-26
186,1,12,export,2026-06-21
187,1,17,export,2026-07-01
188,1,14,report_created,2026-07-07
189,1,13,integration_used,2026-07-06
190,1,16,dashboard_view,2026-07-04
191,1,10,dashboard_view,2026-06-14
192,1,15,login,2026-06-12
193,1,18,export,2026-06-28
194,1,18,dashboard_view,2026-06-25
195,1,13,report_created,2026-07-04
196,1,7,login,2026-07-01
197,1,15,report_created,2026-06-14
198,1,3,dashboard_view,2026-06-24
199,1,2,export,2026-07-03
200,1,22,integration_used,2026-06-22
201,1,2,login,2026-06-14
202,1,7,integration_used,2026-06-16
203,1,24,integration_used,2026-06-20
204,1,7,dashboard_view,2026-06-26
205,1,11,login,2026-07-02
206,1,7,dashboard_view,2026-06-12
207,1,24,export,2026-07-08
208,1,8,integration_used,2026-06-19
209,1,23,export,2026-07-05
210,1,8,report_created,2026-06-24
211,1,25,export,2026-07-02
212,1,15,report_created,2026-06-24
213,1,10,report_created,2026-07-03
214,1,17,export,2026-06-13
215,1,15,export,2026-07-08
216,1,25,report_created,2026-06-15
217,1,7,report_created,2026-06-30
218,1,14,integration_used,2026-07-10
219,1,8,dashboard_view,2026-06-18
220,1,1,integration_used,2026-07-03
221,1,19,export,2026-06-23
222,1,10,dashboard_view,2026-07-07
223,1,11,export,2026-07-04
224,1,19,dashboard_view,2026-06-15
225,1,16,report_created,2026-06-24
226,1,9,export,2026-06-17
227,1,24,export,2026-06-21
228,1,15,report_created,2026-07-06
229,1,6,integration_used,2026-07-07
230,1,16,integration_used,2026-07-06
231,1,21,integration_used,2026-07-10
232,1,2,login,2026-06-15
233,1,22,login,2026-07-10
234,1,5,dashboard_view,2026-07-15
235,1,3,dashboard_view,2026-07-19
236,1,1,integration_used,2026-08-04
237,1,15,login,2026-07-30
238,1,20,integration_used,2026-07-21
239,1,16,export,2026-07-20
240,1,1,integration_used,2026-08-10
241,1,18,login,2026-07-28
242,1,1,report_created,2026-07-25
243,1,18,login,2026-08-01
244,1,17,export,2026-07-15
245,1,6,login,2026-08-07
246,1,17,dashboard_view,2026-08-06
247,1,7,integration_used,2026-07-22
248,1,9,report_created,2026-07-15
249,1,9,export,2026-07-16
250,1,3,export,2026-07-30
251,1,15,dashboard_view,2026-07-23
252,1,23,report_created,2026-08-03
253,1,22,login,2026-07-15
254,1,21,login,2026-07-14
255,1,3,export,2026-07-29
256,1,13,export,2026-07-24
257,1,2,login,2026-07-21
258,1,23,login,2026-08-05
259,1,16,export,2026-07-14
260,1,21,report_created,2026-07-16
261,1,19,login,2026-07-14
262,1,17,login,2026-07-12
263,1,8,integration_used,2026-08-04
264,1,16,login,2026-08-02
265,1,3,report_created,2026-07-20
266,1,18,login,2026-07-23
267,1,6,report_created,2026-07-12
268,1,1,integration_used,2026-08-04
269,1,5,export,2026-07-17
270,1,3,dashboard_view,2026-08-01
271,1,19,integration_used,2026-08-03
272,1,13,integration_used,2026-07-20
273,1,11,dashboard_view,2026-07-29
274,1,23,login,2026-07-18
275,1,17,report_created,2026-07-18
276,1,2,export,2026-08-07
277,1,8,login,2026-07-15
278,1,11,integration_used,2026-07-22
279,1,20,report_created,2026-07-29
280,1,1,report_created,2026-07-21
281,1,15,dashboard_view,2026-07-26
282,1,12,export,2026-07-24
283,1,14,integration_used,2026-08-05
284,1,22,login,2026-07-29
285,1,25,report_created,2026-07-22
286,1,8,login,2026-07-19
287,1,3,dashboard_view,2026-08-02
288,1,13,dashboard_view,2026-07-19
289,1,24,report_created,2026-07-29
290,1,12,login,2026-08-07
291,1,1,export,2026-08-01
292,2,27,dashboard_view,2026-03-10
293,2,26,export,2026-03-08
294,2,27,integration_used,2026-02-24
295,2,28,login,2026-02-28
296,2,26,report_created,2026-03-11
297,2,28,integration_used,2026-03-11
298,2,28,report_created,2026-02-16
299,2,27,report_created,2026-03-13
300,2,27,login,2026-03-01
301,2,28,integration_used,2026-02-13
302,2,26,integration_used,2026-02-23
303,2,26,export,2026-02-20
304,2,26,report_created,2026-03-09
305,2,27,export,2026-03-05
306,2,26,dashboard_view,2026-03-11
307,2,27,export,2026-03-05
308,2,27,login,2026-02-26
309,2,27,dashboard_view,2026-03-05
310,2,28,export,2026-02-21
311,2,28,dashboard_view,2026-02-22
312,2,27,dashboard_view,2026-03-10
313,2,27,export,2026-03-13
314,2,27,integration_used,2026-02-15
315,2,27,report_created,2026-02-16
316,2,27,export,2026-03-03
317,2,28,dashboard_view,2026-02-22
318,2,27,integration_used,2026-03-03
319,2,28,export,2026-03-07
320,2,27,export,2026-03-08
321,2,27,export,2026-03-04
322,2,28,dashboard_view,2026-02-16
323,2,27,report_created,2026-03-01
324,2,27,login,2026-03-02
325,2,28,integration_used,2026-03-07
326,2,28,integration_used,2026-03-08
327,2,26,export,2026-02-18
328,2,28,export,2026-03-07
329,2,27,login,2026-02-15
330,2,27,export,2026-02-20
331,2,26,report_created,2026-02-21
332,2,26,dashboard_view,2026-03-05
333,2,28,export,2026-02-28
334,2,26,integration_used,2026-02-27
335,2,27,export,2026-02-23
336,2,28,export,2026-02-25
337,2,28,report_created,2026-03-12
338,2,28,integration_used,2026-02-13
339,2,28,login,2026-02-21
340,2,26,dashboard_view,2026-02-17
341,2,28,report_created,2026-02-20
342,2,26,integration_used,2026-02-21
343,2,26,export,2026-02-23
344,2,27,export,2026-02-16
345,2,26,login,2026-03-13
346,2,27,integration_used,2026-03-06
347,2,28,integration_used,2026-02-25
348,2,27,export,2026-04-01
349,2,27,integration_used,2026-03-19
350,2,28,dashboard_view,2026-03-27
351,2,27,export,2026-04-12
352,2,26,export,2026-04-03
353,2,26,dashboard_view,2026-04-09
354,2,27,report_created,2026-04-03
355,2,27,dashboard_view,2026-03-18
356,2,28,report_created,2026-03-28
357,2,27,export,2026-04-09
358,2,28,export,2026-03-21
359,2,27,report_created,2026-04-10
360,2,26,login,2026-03-18
361,2,26,report_created,2026-03-16
362,2,28,dashboard_view,2026-04-09
363,2,28,integration_used,2026-04-05
364,2,26,dashboard_view,2026-03-26
365,2,27,export,2026-03-26
366,2,27,export,2026-04-05
367,2,28,dashboard_view,2026-04-07
368,2,28,export,2026-03-22
369,2,27,integration_used,2026-04-12
370,2,26,integration_used,2026-03-29
371,2,27,login,2026-03-31
372,2,28,dashboard_view,2026-04-06
373,2,27,login,2026-03-19
374,2,28,integration_used,2026-04-09
375,2,26,report_created,2026-04-01
376,2,26,login,2026-03-29
377,2,27,export,2026-03-22
378,2,28,report_created,2026-03-23
379,2,28,integration_used,2026-03-31
380,2,27,login,2026-03-25
381,2,27,export,2026-04-01
382,2,28,report_created,2026-04-07
383,2,28,login,2026-03-25
384,2,28,report_created,2026-04-08
385,2,26,report_created,2026-04-05
386,2,26,report_created,2026-04-07
387,2,28,integration_used,2026-04-08
388,2,27,integration_used,2026-03-30
389,2,26,export,2026-03-25
390,2,27,export,2026-04-07
391,2,28,dashboard_view,2026-03-26
392,2,28,export,2026-04-07
393,2,27,dashboard_view,2026-04-08
394,2,27,export,2026-03-17
395,2,27,export,2026-05-12
396,2,26,export,2026-05-06
397,2,28,export,2026-04-26
398,2,27,export,2026-04-21
399,2,27,export,2026-04-20
400,2,27,login,2026-05-07
401,2,28,dashboard_view,2026-05-12
402,2,27,report_created,2026-05-11
403,2,26,report_created,2026-04-25
404,2,26,export,2026-04-18
405,2,28,export,2026-04-19
406,2,28,login,2026-04-26
407,2,28,report_created,2026-05-09
408,2,28,report_created,2026-04-16
409,2,28,login,2026-04-16
410,2,28,integration_used,2026-04-28
411,2,26,login,2026-04-29
412,2,28,dashboard_view,2026-04-16
413,2,27,login,2026-04-15
414,2,27,report_created,2026-05-04
415,2,26,login,2026-04-28
416,2,26,integration_used,2026-05-06
417,2,28,integration_used,2026-05-01
418,2,28,dashboard_view,2026-04-29
419,2,28,dashboard_view,2026-05-08
420,2,26,login,2026-04-17
421,2,28,integration_used,2026-05-01
422,2,27,integration_used,2026-04-23
423,2,26,report_created,2026-05-02
424,2,27,report_created,2026-04-24
425,2,28,login,2026-04-14
426,2,26,export,2026-04-18
427,2,26,dashboard_view,2026-05-04
428,2,28,dashboard_view,2026-04-15
429,2,26,report_created,2026-05-08
430,2,26,export,2026-04-18
431,2,26,report_created,2026-05-24
432,2,28,export,2026-05-29
433,2,27,login,2026-06-09
434,2,27,report_created,2026-05-26
435,2,28,report_created,2026-05-13
436,2,27,report_created,2026-05-27
437,2,28,login,2026-06-11
438,2,28,report_created,2026-05-28
439,2,26,integration_used,2026-05-17
440,2,27,export,2026-06-05
441,2,26,report_created,2026-05-27
442,2,27,report_created,2026-05-16
443,2,27,integration_used,2026-05-25
444,2,26,export,2026-05-24
445,2,27,login,2026-05-14
446,2,26,export,2026-06-08
447,2,26,dashboard_view,2026-06-08
448,2,27,login,2026-05-28
449,2,27,dashboard_view,2026-06-05
450,2,28,dashboard_view,2026-06-02
451,2,27,report_created,2026-06-09
452,2,27,report_created,2026-06-09
453,2,28,dashboard_view,2026-05-14
454,2,26,report_created,2026-05-30
455,2,28,dashboard_view,2026-05-20
456,2,27,login,2026-05-22
457,2,28,login,2026-06-08
458,2,26,login,2026-05-27
459,2,26,dashboard_view,2026-05-24
460,2,28,export,2026-05-21
461,2,26,report_created,2026-06-11
462,2,26,export,2026-05-15
463,2,28,export,2026-06-07
464,2,26,export,2026-06-04
465,2,26,login,2026-05-19
466,2,26,report_created,2026-06-01
467,2,27,export,2026-06-07
468,2,26,dashboard_view,2026-05-22
469,2,26,integration_used,2026-05-26
470,2,26,dashboard_view,2026-05-23
471,2,27,dashboard_view,2026-05-31
472,2,28,dashboard_view,2026-05-19
473,2,27,export,2026-05-23
474,2,26,login,2026-06-09
475,2,26,login,2026-05-18
476,2,27,report_created,2026-06-28
477,2,26,report_created,2026-07-04
478,2,28,dashboard_view,2026-07-09
479,2,28,integration_used,2026-06-22
480,2,28,report_created,2026-06-22
481,2,28,report_created,2026-07-11
482,2,26,integration_used,2026-06-25
483,2,28,export,2026-07-05
484,2,27,login,2026-06-21
485,2,26,export,2026-06-26
486,2,26,export,2026-07-04
487,2,28,login,2026-06-22
488,2,28,login,2026-06-13
489,2,27,report_created,2026-06-12
490,2,26,integration_used,2026-06-29
491,2,27,integration_used,2026-06-30
492,2,28,export,2026-07-06
493,2,26,integration_used,2026-07-11
494,2,26,report_created,2026-07-11
495,2,26,login,2026-07-10
496,2,27,report_created,2026-06-25
497,2,28,integration_used,2026-06-19
498,2,27,export,2026-06-28
499,2,26,integration_used,2026-06-21
500,2,28,dashboard_view,2026-06-22
501,2,27,report_created,2026-07-09
502,2,26,dashboard_view,2026-06-25
503,2,26,report_created,2026-06-24
504,2,27,login,2026-06-23
505,2,27,export,2026-06-19
506,2,28,dashboard_view,2026-06-14
507,2,26,login,2026-07-04
508,2,27,export,2026-07-08
509,2,28,login,2026-06-22
510,2,27,dashboard_view,2026-06-20
511,2,26,dashboard_view,2026-07-11
512,2,28,dashboard_view,2026-07-11
513,2,27,integration_used,2026-07-25
514,2,28,dashboard_view,2026-08-02
515,2,27,report_created,2026-08-06
516,2,28,login,2026-07-13
517,2,26,export,2026-07-31
518,2,27,login,2026-07-25
519,2,27,integration_used,2026-07-19
520,2,28,export,2026-08-08
521,2,27,report_created,2026-07-25
522,2,26,integration_used,2026-07-26
523,2,26,dashboard_view,2026-07-30
524,2,27,login,2026-07-17
525,2,28,login,2026-07-20
526,2,26,integration_used,2026-07-18
527,2,26,login,2026-08-09
528,2,26,export,2026-08-09
529,2,27,dashboard_view,2026-07-29
530,2,26,login,2026-07-12
531,2,28,export,2026-07-16
532,2,26,dashboard_view,2026-07-31
533,2,27,report_created,2026-07-12
534,2,27,login,2026-07-15
535,2,28,login,2026-07-30
536,2,28,login,2026-07-20
537,2,26,integration_used,2026-08-03
538,2,26,login,2026-07-29
539,2,27,report_created,2026-07-14
540,2,27,login,2026-07-31
541,2,28,login,2026-07-27
542,2,27,report_created,2026-08-04
543,2,28,report_created,2026-07-16
544,2,28,dashboard_view,2026-07-22
545,2,27,integration_used,2026-07-30
546,2,27,dashboard_view,2026-07-17
547,2,28,integration_used,2026-07-13
548,3,33,export,2026-03-13
549,3,29,integration_used,2026-03-06
550,3,40,login,2026-02-21
551,3,39,export,2026-03-13
552,3,52,report_created,2026-02-18
553,3,32,integration_used,2026-03-07
554,3,36,export,2026-02-28
555,3,30,report_created,2026-03-09
556,3,31,dashboard_view,2026-03-12
557,3,45,report_created,2026-02-28
558,3,43,login,2026-02-18
559,3,47,integration_used,2026-03-10
560,3,33,export,2026-02-21
561,3,31,integration_used,2026-02-23
562,3,30,dashboard_view,2026-02-28
563,3,36,report_created,2026-03-04
564,3,39,export,2026-02-12
565,3,51,report_created,2026-02-15
566,3,39,report_created,2026-02-27
567,3,36,dashboard_view,2026-03-11
568,3,33,integration_used,2026-02-17
569,3,32,login,2026-03-09
570,3,34,export,2026-02-27
571,3,39,login,2026-02-28
572,3,46,dashboard_view,2026-03-02
573,3,43,export,2026-03-04
574,3,37,login,2026-02-14
575,3,31,report_created,2026-03-08
576,3,55,integration_used,2026-02-19
577,3,30,report_created,2026-03-07
578,3,33,dashboard_view,2026-03-11
579,3,40,integration_used,2026-03-01
580,3,30,report_created,2026-02-20
581,3,37,dashboard_view,2026-02-15
582,3,29,export,2026-03-01
583,3,46,integration_used,2026-02-18
584,3,36,export,2026-03-10
585,3,32,dashboard_view,2026-02-16
586,3,32,login,2026-03-13
587,3,55,dashboard_view,2026-02-17
588,3,33,export,2026-03-07
589,3,40,login,2026-02-20
590,3,55,login,2026-04-10
591,3,31,export,2026-04-06
592,3,54,login,2026-04-08
593,3,55,report_created,2026-03-18
594,3,32,export,2026-04-11
595,3,30,integration_used,2026-04-07
596,3,42,export,2026-03-17
597,3,44,export,2026-04-12
598,3,50,dashboard_view,2026-03-30
599,3,40,dashboard_view,2026-04-06
600,3,37,export,2026-04-04
601,3,33,integration_used,2026-04-11
602,3,48,dashboard_view,2026-03-24
603,3,49,export,2026-04-03
604,3,42,integration_used,2026-03-15
605,3,44,login,2026-04-11
606,3,37,dashboard_view,2026-03-31
607,3,42,integration_used,2026-04-06
608,3,36,integration_used,2026-03-23
609,3,54,export,2026-04-12
610,3,54,report_created,2026-03-21
611,3,44,export,2026-03-26
612,3,40,integration_used,2026-03-14
613,3,45,export,2026-04-02
614,3,37,login,2026-04-07
615,3,39,dashboard_view,2026-03-24
616,3,29,report_created,2026-03-15
617,3,30,export,2026-03-18
618,3,45,integration_used,2026-04-01
619,3,36,login,2026-04-07
620,3,36,dashboard_view,2026-03-22
621,3,37,login,2026-03-26
622,3,53,integration_used,2026-04-05
623,3,54,report_created,2026-03-31
624,3,55,dashboard_view,2026-03-16
625,3,34,integration_used,2026-04-05
626,3,39,report_created,2026-03-18
627,3,47,report_created,2026-04-12
628,3,47,dashboard_view,2026-03-25
629,3,47,export,2026-04-06
630,3,46,dashboard_view,2026-04-03
631,3,44,login,2026-04-11
632,3,30,integration_used,2026-04-05
633,3,29,export,2026-04-26
634,3,29,integration_used,2026-05-02
635,3,35,dashboard_view,2026-04-17
636,3,39,dashboard_view,2026-04-20
637,3,54,report_created,2026-04-15
638,3,30,dashboard_view,2026-05-12
639,3,47,dashboard_view,2026-04-20
640,3,53,integration_used,2026-05-09
641,3,40,report_created,2026-05-10
642,3,51,export,2026-04-21
643,3,47,report_created,2026-05-09
644,3,38,dashboard_view,2026-05-02
645,3,34,export,2026-04-19
646,3,54,export,2026-04-22
647,3,49,dashboard_view,2026-05-02
648,3,51,integration_used,2026-04-25
649,3,54,dashboard_view,2026-05-01
650,3,50,dashboard_view,2026-04-24
651,3,41,report_created,2026-05-03
652,3,33,login,2026-05-07
653,3,51,export,2026-04-24
654,3,53,login,2026-04-24
655,3,34,report_created,2026-04-23
656,3,54,dashboard_view,2026-04-23
657,3,49,login,2026-04-24
658,3,44,report_created,2026-05-08
659,3,52,dashboard_view,2026-05-10
660,3,40,dashboard_view,2026-05-02
661,3,49,login,2026-04-14
662,3,55,report_created,2026-04-20
663,3,43,report_created,2026-05-12
664,3,35,login,2026-05-05
665,3,40,login,2026-05-04
666,3,52,login,2026-05-12
667,3,41,export,2026-04-28
668,3,34,export,2026-04-14
669,3,44,export,2026-04-14
670,3,40,export,2026-04-25
671,3,32,export,2026-04-16
672,3,54,integration_used,2026-04-15
673,3,49,dashboard_view,2026-04-18
674,3,34,login,2026-04-28
675,3,54,login,2026-04-15
676,3,38,report_created,2026-05-12
677,3,37,login,2026-05-09
678,3,39,export,2026-05-07
679,3,34,login,2026-04-19
680,3,39,integration_used,2026-05-23
681,3,44,login,2026-05-20
682,3,42,dashboard_view,2026-05-22
683,3,48,export,2026-05-14
684,3,34,login,2026-06-10
685,3,39,dashboard_view,2026-06-05
686,3,42,integration_used,2026-05-20
687,3,52,integration_used,2026-05-13
688,3,37,report_created,2026-05-21
689,3,38,login,2026-06-04
690,3,30,integration_used,2026-05-30
691,3,46,export,2026-05-16
692,3,33,report_created,2026-06-10
693,3,29,login,2026-05-29
694,3,38,integration_used,2026-05-16
695,3,44,login,2026-06-05
696,3,29,dashboard_view,2026-06-05
697,3,49,login,2026-06-02
698,3,44,login,2026-05-15
699,3,38,export,2026-05-17
700,3,44,report_created,2026-05-27
701,3,31,integration_used,2026-05-22
702,3,41,report_created,2026-06-06
703,3,41,dashboard_view,2026-05-31
704,3,43,report_created,2026-06-10
705,3,43,report_created,2026-05-28
706,3,36,report_created,2026-05-16
707,3,47,dashboard_view,2026-06-10
708,3,53,login,2026-05-20
709,3,31,report_created,2026-05-21
710,3,54,export,2026-05-25
711,3,53,dashboard_view,2026-05-24
712,3,46,export,2026-06-10
713,3,55,export,2026-05-26
714,3,46,export,2026-05-21
715,3,47,dashboard_view,2026-05-14
716,3,44,login,2026-06-02
717,3,41,login,2026-05-14
718,3,45,integration_used,2026-05-24
719,3,54,integration_used,2026-05-24
720,3,33,export,2026-06-08
721,3,34,dashboard_view,2026-06-06
722,3,33,export,2026-07-10
723,3,31,export,2026-06-20
724,3,35,dashboard_view,2026-06-15
725,3,55,report_created,2026-06-22
726,3,39,login,2026-06-12
727,3,31,integration_used,2026-06-29
728,3,41,report_created,2026-06-24
729,3,37,export,2026-06-25
730,3,29,integration_used,2026-06-16
731,3,47,export,2026-06-25
732,3,32,dashboard_view,2026-06-28
733,3,33,integration_used,2026-06-23
734,3,47,login,2026-06-17
735,3,32,login,2026-06-23
736,3,54,integration_used,2026-07-02
737,3,40,export,2026-06-13
738,3,37,export,2026-06-29
739,3,47,export,2026-06-22
740,3,30,report_created,2026-07-06
741,3,41,integration_used,2026-07-07
742,3,48,export,2026-06-20
743,3,30,report_created,2026-06-29
744,3,51,login,2026-07-04
745,3,52,report_created,2026-06-26
746,3,40,report_created,2026-07-11
747,3,55,report_created,2026-06-16
748,3,38,export,2026-07-03
749,3,51,login,2026-06-20
750,3,36,report_created,2026-07-07
751,3,52,report_created,2026-06-27
752,3,37,export,2026-06-18
753,3,48,login,2026-06-21
754,3,35,dashboard_view,2026-06-27
755,3,55,export,2026-06-28
756,3,53,report_created,2026-06-25
757,3,55,integration_used,2026-07-10
758,3,54,login,2026-07-06
759,3,38,integration_used,2026-06-19
760,3,41,integration_used,2026-07-07
761,3,47,dashboard_view,2026-07-11
762,3,35,dashboard_view,2026-06-13
763,3,55,dashboard_view,2026-07-10
764,3,30,login,2026-06-27
765,3,40,dashboard_view,2026-06-19
766,3,37,export,2026-06-30
767,3,45,login,2026-06-29
768,3,50,dashboard_view,2026-07-11
769,3,40,integration_used,2026-06-26
770,3,43,export,2026-07-06
771,3,47,report_created,2026-06-24
772,3,40,report_created,2026-07-06
773,3,38,export,2026-08-10
774,3,30,integration_used,2026-08-05
775,3,53,dashboard_view,2026-08-04
776,3,49,dashboard_view,2026-08-03
777,3,37,export,2026-07-21
778,3,45,login,2026-08-10
779,3,44,dashboard_view,2026-07-12
780,3,49,integration_used,2026-08-05
781,3,54,dashboard_view,2026-08-10
782,3,37,report_created,2026-07-22
783,3,51,report_created,2026-07-19
784,3,42,export,2026-07-13
785,3,40,report_created,2026-07-27
786,3,35,report_created,2026-07-27
787,3,50,integration_used,2026-07-25
788,3,41,login,2026-07-23
789,3,29,report_created,2026-07-25
790,3,46,integration_used,2026-07-21
791,3,48,report_created,2026-08-01
792,3,50,export,2026-08-07
793,3,31,report_created,2026-07-31
794,3,49,report_created,2026-07-31
795,3,37,report_created,2026-07-21
796,3,35,integration_used,2026-08-06
797,3,53,login,2026-08-03
798,3,54,integration_used,2026-07-14
799,3,41,report_created,2026-07-20
800,3,50,login,2026-08-06
801,3,49,report_created,2026-07-26
802,3,37,export,2026-07-12
803,3,41,login,2026-07-29
804,3,47,integration_used,2026-07-19
805,3,55,report_created,2026-08-04
806,3,52,dashboard_view,2026-07-19
807,3,50,export,2026-07-24
808,3,50,integration_used,2026-07-30
809,3,38,dashboard_view,2026-07-14
810,3,55,integration_used,2026-07-20
811,3,34,login,2026-08-01
812,3,44,report_created,2026-08-06
813,3,52,integration_used,2026-07-16
814,3,53,dashboard_view,2026-07-12
815,3,50,report_created,2026-07-13
816,3,49,dashboard_view,2026-08-08
817,3,40,report_created,2026-08-03
818,3,42,report_created,2026-07-16
819,3,40,integration_used,2026-08-02
820,4,57,login,2026-02-14
821,4,57,integration_used,2026-03-12
822,4,58,login,2026-02-22
823,4,57,dashboard_view,2026-02-13
824,4,58,export,2026-03-10
